"","x"
"458","""Look, we’ve got to abandon this idea that this virus is contained...It is at large, and assume it’s on every door handle and on every car door and with every handshake.”
"
"459","No curfew . 

The government is confusing the people. "
"460","“Most people have a fear of acquiring the virus. I think a good way of doing it is to imagine that you do have the virus, and change your behaviour so that you're not transmitting it”

Prof. Graham Medley
Professor of Infectious Disease Modelling

 "
"461","This is crazy. It is also happening in other hospitals. 

"
"462","Why don't we all agree... Stay the fuck home for 15 days.... Government pays basic survival needs for those days... Banks freeze interest on personal debt for that time "
"463","I will stop complaining. I will just have to trust that all these...are for everyone's good. "
"464","There’s a Community Quarantine to minimise or stop the spreading of the infectious decease and for the safety of public also. Tapos mababasa ko lang martial law daw. lol ano daw?

Daming nang political analyst tska biglang naging Doctor out of nowhere.  
"
"465","Now We soon On ITunes mad <U+0001F525><U+0001F525><U+0001F525><U+0001F525> "
"466","Why is the government more concerned that the citizens will break the quarantine procedures rather than the citizens catching the virus?

Now is the time to pour everything to public health. This is a health issue! "
"467","Informational video from the UK government.
"
"468","Ignorance is deadly:some people of Makati have guts to not to wear mask and casually behave as if no coronavirus exist, government has implemented curfew with reason and people should follow so that it doesn't spread as 111 people have tested positive."
"469","our unity was being tested with this occuring virus. 

if we’ll failed to, then you think God will hear your prayers? I don’t think so. 

 "
"470","the best way to eradicate this pandemic is to shut down your fucking phones instead of complaining shits about everything.

 "
"471","you’ll die not because of the virus, but because of your stupidity.

 "
"472","Lord, increase our faith and decrease our fear "
"473","The purge raw "
"474","Prayer is the best remedy for this..It would also help if people will stop spreading fake news. "
"475","The only unthreated illness in the world is the ignorance of the people. "
"476","Less than an hour to go before Pres Duterte’s month-long lockdown is imposed over NCR.

Here are the guidelines on the imposition of stringent social distancing measures and community quarantine of the Metro Manila to contain the spread of "
"477","Let's NOT take Covid-19 outbreak lightly. The country (and the rest of the world) is facing a public health crisis. Let's do our part:

-Strictly follow precautionary measures in  offices &amp; in your own homes. 
-Seek medical help if you show symptoms of the disease. 

"
"478","-Watch news to keep yourselves updated. Do not spread fake, incorrect news! 
-Cooperate with the authorities.
-Stay at home as much as possible.
-Do not hoard. Buy what is only necessary. 
-PRAY. <U+261D><U+FE0F>

WE'LL GET THROUGH THIS. "
"479","People should stop making memes, sharing jokes about the Coronavirus in PH. It's not funny at all. And please don't be rude and inconsiderate in commenting also. Respect to all over there trying to fight the Virus and end it so no one needs to suffer anymore.
"
"480","Filipinos, it's QUARANTINE not PRISON. It's RESTRICTION not MARTIAL LAW. 

Don't make things worse because of your stupidity, carelessness and spoiled attitude.

The Purge pa raw <U+0001F602><U+0001F602>
"
"481","OK FXCK OFF CREATORS OF FAKE NEWS!!

MY PARENTS KEEP TELLING ME TO GO HOME KASI THEY SAW FB ARTICLES NA, “DOH STATED THAT TACLOBAN WILL BE ON LOCKDOWN” OR “DOH UPDATE: CEBU WILL BE ON LOCKDOWN” PTANGINA THESE FAKE NEWS ONLY CAUSES OUR FAMILY TO PANIC BACK HOME URGH

"
"482","Americans responding to coronavirus: panic buying, TP hoarding, denialism, general dispair

People who have been colonized by Americans:

I Use Tabo | ""Swalla"" Jason Derulo Filipino Parody "
"483","To be honest, the morbidity rate in the Philippines is much higher than in China because of the low confirmed cases here. So please stop arguing and blaming the government. Stop going to the street and rant because you are also putting yourselves and others at risk.  "
"484","Runs on water, toilet paper <U+0001F9FB>, fights over supplies . When did this turn into "
"485","From 98 to 111, the devil works hard but "
"486","From 98 to 111 confirmed cases real quick and there’s a huge possibility that there will be more in the coming days. Ayaw pa naman ng mga Pinoy magpacheck up kung di pa malala ang sakit. 2020 is the saddest decade. "
"487","Pray. Believe. Surrender.
"
"488","If you have mild symptoms, stay at home and quarantine yourselves. DOH website has home quarantine advice. Call your bgy or RESU. Do not overload the hospitals. Baka dun pa tlaga kayo makakuha. "
"489","Timely lesson from any good zombie movie: the biggest threat isn't the infected or the virus. It's the government's ineptitude. Abuse of authority. Machismo under the guise of peace and order. Losing our humanity will kill us faster than any pandemic. "
"490","What's wrong in following instructions? Will it harm your life? NO. Why so hard headed, if the figures will increase what are you gonna do? Your going to stay at home for sure. Why effin wait if this could decrease the possible figures. Jusko! Wara lain magpaukoy! "
"491","When a rat’s iq is higher than yours "
"492","You know what scares me the most?
Yung unaware akong carrier na pala ko ng virus then mahawa ko buong family ko. <U+0001F622>
Keep in mind that this virus doesn't show signs early.
If maiiwasan, then don't go outside.

"
"493","The struggle is real "
"494","Cebu has banned domestic travelers already. I hope negros occidental too and be strict at the occidental &amp; oriental borders <U+0001F62C> "
"495","I will fight for my life but there is no greater battle than keeping you safe from this pandemic. "
"496","wag pa kompyansa. The thought itself that night is safer might turn ur night to a nightmare. Remember the absence of heat from the sun might extend the survivability of the virus on infected surfaces. "
"497","It frustrates me that a lot of people in Metro Manila are trying to avoid the community quarantine. The fact that these people would have to be in a crowded bus stations/plane... di ba kayo nag iisip? Please do self quarantine wherever you are going. "
"498","Even I have problems with Duterte, but claiming the quarantine/lockdown for "
"499","COVID19 Wuhan Pandemic  - What I do to protect myself! "
"500","Tiwi (Albay) boundary checkpoints with temperature checking and monitoring of persons coming from areas with COVID-19 cases. Instead of armed military and police officials, MDRRMO and Municipal Health Office (MHO) personnel were in charge. "
"501","Trump Caught Google Off Guard With a Bogus Coronavirus Site Announcement | WIRED. Is this true?  "
"502","Why can't you stay at home, wait for the news, be updated, obey the rules and pray? "
"503","dont waste ur time in blaming and complaining, why not spend it to pray for yourself, for ur family, ur friends, and for everyone to be safe and healthy. just pray. He will listen. He always do. trust Him <U+0001F64F><U+0001F64F>

"
"504","Y’all trippin too much bout the corona shit. Still praying for the old people. They at risk frfr "
"505","This is time when we need to forget about countries and religions. 

we have to fight with this "
"506","Ppl buying up water, handsani, toilet paper, and meats but the aisles with the hand soap and medicines are full so what are we doing "
"507","As I fall asleep tonight , I pray that GOD take all our worries away. I pray that this virus will end as soon as possible. In Jesus name, AMEN <U+2764><U+FE0F>
 "
"508","It's sad how humans would choose to open their mouths and spout nonstop whining and ranting rather than obeying the simple rules that was given to us to help minimize the spread of the virus.
Apparently, decoration lang iyong ulo at utak nang mga tao. Nakakadismaya
"
"509","Those essentials that you hoarded can't protect you when everyone around you are already sick because of your selfishness!
"
"510","People, stop panic buying! Sure go buy some supplies but don't hoard everything for yourselves.
By doing this, You're actually increasing your chances of being infected because the people around you don't have the essentials to protect them. 
"
"511","Really? but how can the PH Government lessen the cases of Covid19 if all they do is just add police and army forces instead of adding testing kits and supplies that can help all of us ph citizens? now we need is SOLUSYONG MEDIKAL, HINDI MILITAR. "
"512","How do we continue to work with our allies? Do we start judging who we trade with based on how they're dealing with the pandemic? "
"513","The wider impact is utterly unforeseeable. Shutting a country down even for a month will have a generational impact on us. All businesses and people's livelihood is based on monthly cashflow. That will seize. Does the govt step in? To what extent? How do they judge? "
"514","What are the legal rights of people isolated? Are they protected from inevitable risk of no income ? Do we enforce payment holidays on loans? Does that risk banks failing? "
"515","The long term social impact on the isolated and lonely.  How do we ensure once this over they are looked after from a "
"516","Philosophically does this make us rethink our human condition, how fleeting it is and reprioritise what matters to us and family?"
"517","How do we as a society, just stop? Uni and school, careers, flights and holidays planned, housing projects being built? "
"518","MM is scary rn, but you know what’s scarier? Some people who’ll take this lightly and tends to exhibit crab mentality. "
"519","let's do our part. just cooperate to our government. your rants can't help. "
"520","Blaming the Government doesn't help the situation, thus, it only makes the problem even worse. In times like this all we need is unity and cooperation. Stay alert and updated and do proper hygiene "
"521","these ppl complaining abt the govt. grabe ang demanding lang as if phil was in a perfect condition when everything was turned over to Duterte. As if first world country, isang request lang may budget agad?!!???!!! "
"522","Stay away from schools, creches and colleges next week and isolate yourself "
"523","If we're dead serious about protecting every working Juan from the virus while we're on lockdown, they should be shuttled off to and from their workplaces. To avoid direct contact with carriers of the virus. 

"
"524","When the national gov't finally gets hold of COVID-19 test kits for everyone, all those who joined the exodus to the provinces (and put their loved ones at risk) may be hard to reach. They left the one place where they'll have a higher chance of cheating death. 

"
"525","This govt clearly doesnt know shit and also  has no plan, structure or kahit ano pa
Curfew then no curfew
Checkpoint tas police visibility na lang pala
Come on man! Step up naman. Shit.
Goodluck talaga 
"
"526","I don't get why people are fighting some hatin on the government  some defending the government. Now is not the time to fight let us prove to ourselves that we can all survive this together. "
"527","I totally disapproved martial law and i’m not even a Duterte fan but I believe this is one of his best decision.
Next thing is price freeze!
"
"528","Stupidity at it's fucking best. Banning passengers fron CDO and Dumaguite because of single positive case but not from the capital "
"529","Mian streets in Cagayan de Oro City are quite. I guess people here understood and taking the threat seriously "
"530","STOP MAKING PEOPLE FEEL LIKE THEY ARE NOT ALLOWED TO COMPLAIN IT’S OUR RIGHT AS CITIZENS OF THE NATION AND TAX-PAYERS!!!! THE GOVERNMENT IS CLEARLY UNPREPARED IN THIS SITUATION AND ARE WASTING RESOURCES ON MILITARY ENFORCEMENT "
"531","Our rants and political concerns can have its time. I’m not pro-Duterte, neither an Anti. I want whats best for this country and I know negativity is surely not one. "
"532","Set aside your hatred for the government, all your political concerns coz this fight is not just for the President and the government. This is everyone’s fight! This is for the Philippines, Korea, USA and all affected countries. <U+0001F623> "
"533","We are in a verge of a global crisis and I could not imagine how Pres Du30 is dealing w/ this stress rn. Praying for him, the people who work hard in solving this problem and all healthcare staffs. Instead of ranting, why can we all just pray for the world right now "
"534","Instead of pointing out the government’s faults and shortcomings in response to this crisis, how about we give them suggestions on how to solve this pandemic. Our blaming and pointing of mistakes will not help against n-Cov and its spread. So pls, be the bigger person "
"535","When you're out with someone then you come across a door. You wait for each other to open it, both afraid of getting the virus. Now you both look stupid still waiting for each other to open it. "
"536","Me at the drugstore: Sir, can you please cough <U+0001F637> away from me?

Coughing man in the drugstore: Don’t worry it’s not corona. I smoke. It’s lung cancer.

"
"537","<U+0001D672><U+0001D67E><U+0001D685><U+0001D678><U+0001D673> is cancelling everything...<U+0001F914>
You can cancel everything, Except our PRAYERS and when going to mosque! Thats exceptional..<U+0001F620>
"
"538","No wonder onti cases sa Philippines kase we don’t do enough tests. We need to test more people!!! Even I want to get tested to ensure that I won’t infect my elderly parents if ever I come home to them. This is frustrating. "
"539","The saddest part of being a student is the suspension of classes because of this pandemic disease. 
"
"540","ph ppl,
what individual need is self quarantine go put yourselves inside your home so u wont be infected by the virus instead of staying outside having vacation in the mid of this chaos. "
"541","<U+2714><U+FE0F> panic buying
<U+2714><U+FE0F> activist rallying against gov't
<U+2714><U+FE0F> ppl going on a vacation, malls, bar instead of self quarantine

then putting all the blames to the government and to our Tatay Digong
ladies and gents, Philippines !!!
"
"542","Homebased Self Quarantine Itinerary:

8:00 AM- 10:00 PM : Netflix N' Chill

"
"543","This is the most intense, heart pounding and chaotic year I have ever been.... <U+0001F614> This too shall pass <U+0001F64F>             "
"544","Since hotels are empty, can the government rent out some as quarantine facilities?

"
"545","God will save us
God will heal the world
From the pain that we feel
And the anger that we feel
Shall make us stronger to fight

"
"546","Government: implemented community quarantine and curfew.

People of the Philippines: Martial Law! Martial Law! Martial Law!

"
"547","Quezon is life. Self quarantine for 14 days. Abiding the advices from the government. Sana kayo din. Wag pasaway. "
"548","Probably the most incompetent and sabog administration "
"549","This is wrong in so many levels! Why would the PNP bring weapons during the checkups?? Pag may lagnat ba, barilin na lang? We need healthworkers and PPEs! Not police and military brutality! "
"550","Human Rights lawyer "
"551","Now is not the time to be divisive or political. This is a national health crisis, and we should help each other to get through this. "
"552","*seeing them having untimely political debate
 "
"553","Whatever the President does, there are always those people who keep on complaining and keeping their eye on the shortcomings of the government. Instead of doing these things, which could worsen the situation, why can't you stay at home, obey the rules and pray?
"
"554","I don't mind the government restricting movement tbh. Every curb on physical interactions helps.

But why are our health front liners being left to ask for donations for the most basic things? Does Duterte have plans to inject budget where it actually matters? "
"555","Set aside your hatred for the government, all your political concerns because this fight is not just for the President and the government. This is everyone’s fight! This is for the Philippines and all affected countries. <U+0001F623> "
"556","Do you think Trump is infected with "
"557","Currently under curfew hours in my city, this pandemic literally drains me. "
"558","With football suspended for a while, I decided to talk to my wife for a change... 

Just found out that she has been made redundant from Woolworths!

"
"559","MORE: Imagine what solutions the PH Government could use to fight "
"560","Imagine what the Philippine Government could do to fight the "
"561","Unfortunately in the Philippines, the government doesn't suspend peoples' household utility bills, no consideration for the working class whose work are suspended as per COVID19. "
"562","++may iba pang mas nangangailangan. There's a distinction between being cautious and selfish. Skl.

To those frontliners, may God be with you always. <U+0001F64F>

"
"563","and the front liners too! what we need now is humanity. there's a distinction between being cautious and selfish, assess urself wdh u are rn.

"
"564","So many things to blameeee while there is some shtty thing that is happening in our nation/the whole worldddd. It's either the Government, the System in our society, or the toxic culture of the people <U+0001F914> tots 

"
"565","Philippines deserve a good leadership. A great government. But regardless of how good a leader or a government is, if people will stay apathetic and uncooperative, nothing will change. <U+0001F937> "
"566","Same medical team in china who defeated the NCOV-19 , the team on their way to ITALY to treat the people who's infected of the same virus.

ctto

"
"567","You mock everything because it's not happening to you; YET. "
"568","Coronavirus outbreak || Students in Pakistan shout ‘Coronavirus Zindabad’ after postpones of exams
"
"569","I guess everyone of us must pray and follow all the rules and regulations that our government is implementing instead of ranting and posting hatred comments towards our government.Let us stop the hate and support our government in doing its best in overcoming COVID-19
"
"570","I don't want to nitpick just like everyone else but... why the guns???? "
"571","If you ever need some alone time...just cough. "
"572","idk but aren’t we obliged to get tested? para malaman if meron or not? I think best way din yun for precautionary measures or yun need lang is yun may mga symptoms or so? since some families naman are going out? for awareness lang lol "
"573","Pa answer answer nalang ako sa IG TOP 3's but deep down I'm scared shitless of what's going to happen to life here MNL.<U+0001F614> "
"574","Slice of the Truth Cake number 1

Panic is more dangerous than Pandemic.

"
"575","Slice of the Truth Cake number 2

Some people only started washing hands regularly because there's a pandemic occuring.
If there was no virus they still have dirty hands.

"
"576","Extensive screening at the triage and all entrances of the hospitals. Less complicated sana than pulling all the interns out, but ohwell <U+0001F937><U+200D><U+2640><U+FE0F> "
"577","ang hirap sa mga pinoy dami pang rationalization ang ginagawa. “Our House is Burning people!” No time to debate what to do and what not to do. Follow orders! Quarantine yourself! Stay put! "
"578","The corona virus or the covid-19 is a new virus that started in china last december. Now china is blaming the u.s. I mean, every single case of the covid-19 started in china. And now they're blaming the u.s?  
"
"579","Covid-19 will not have a chance to spread and kill if it wasn't because of IGNORANCE. We should listen to the authorities advice for they are God-given authority for us. 
"
"580","If martial law is the only way to stop the virus so be it! Just keep the internet going ok! "
"581","You know what if the virus will kill Filipinos who are stubborn, stupid, subversive, and can’t follow simple protocol and are unwilling to cooperate in this dire situation that would be really great. Our nation needs to be cleansed. "
"582","Cash for Clunkers!! The government should do cash for Clunkers again 8k for any car.  "
"583","Virus double kill!!! "
"584","Ctto. Stop the nonsense

"
"585","Government should use the facilities from Sea Games for "
"586","Please, if you are from those cities/places infected with COVID-19, do self-quarantine,always abide with the laws, and practice proper hygiene. With that, we could live without worries and prevent the spread of the said virus. "
"587","I can't wait to see the news headline saying that "
"588","this heavy traffic goes on until pampanga i just dont have enough memory to film it all "
"589","We are reminded. 
Again Quarantine ito. Our civil and political rights were not suspended. Although, our economic rights might have been hampered. "
"590","Unfortunately we've had to postpone some work next week due to "
"591","Martial law or not we need to take this seriously. We need to help each other and pray for one another <U+0001F90D> "
"592","Hello, may number coding pa den ba sa monday or suspended? thank you! "
"593","Catch up on the latest during this shit show! "
"594","Aside from the fact that I'm concerned about sudden turn-of-events caused by the virus, here I am, thinking how to be productive for the next 3-4 weeks. 
"
"595","All true. By following the advisories to stay indoor, you are doing your part for our country.. <U+2764><U+FE0F>We can defeat this! Lets be responsible citizens. "
"596","Am I the only who's not panicking amidst of this "
"597","Ok, how many wrong or misguided statements were made on page 1, "
"598","Filipinos, it's QUARANTINE not PRISON. It's RESTRICTION not MARTIAL LAW. 

Don't make things worse because of your stupidity, carelessness and spoiled attitude.  "
"599","don't be part of the problem, be part of the solution bitches_ "
"600","I honestly think that the lockdown or  community quarantine eme of tatay caused more panic to our country men. Dahil sa kakulangan ng kalinawan at kaseguraduhan. "
"601","The Purge "
"602","D most effective way to stop virus transmission is for every1 to wear mask! Look at hong kong, they r closest 2 china but they only hav 140 infected to date!THAT’S COZ THEY DIDNT LISTEN 2 THEIR LEADER’S ADVICE THAT MASKS ARE NOT EFFECTIVE "
"603","This is my ""lungga"" for 14 days. 

As per DOH guidelines, all travellers coming from the National Capital Region (NCR) who are WITHOUT symptoms to undergo strict home quarantine for 14 days. 

"
"604","It's the people with Lack of Discipline and Cooperation.

Then blame the Government? <U+0001F636>

"
"605","We need patriots NOT idiots.
 "
"606","Stupidity puts more people to danger than this virus does!

"
"607","I'm expecting that the crime rate will be lessen having "
"608","I'm fucking scared,, tangina feeling ko end of the world na, we can't even prevent this shit, wala pa dulot government naten, tangina PH gov how u doin'? 
"
"609","correction, we are at 111 cases. "
"610","If we are experiencing the signs and symptoms of COVID-19, Let us not be afraid to surrender ourselves to our health officials. You know not enough about the virus but they do. Let us all be responsible. LoveLots! "
"611","ghost town. "
"612","from 98 to 111 is very alarming.. 34 + 13 total of 47 cases just in one day. "
"613","Nearly empty Glorietta. Ohhhh... "
"614","Myths and scams on "
"615","Current state of affairs: continuous ""clarifications"" of ill-prepared or premature statements, w/ some officials calling the govt's own statements ""fake news"" "
"616","Disease <U+27A1><U+FE0F> Preventable
But..
Some Citizens <U+27A1><U+FE0F> Unaware
Some Citizens <U+27A1><U+FE0F> Undisciplined
Some Citizens <U+27A1><U+FE0F> Egocentric

"
"617","And then there are still Filipinos traveling despite of the risks. The number of positive cases is increasing rapidly. This is already alarming especially to those who can't afford health care services. Let's stop stupidity and selfishness.  "
"618","With these kinds of situation, the government should not be the only one doing their responsibility. We, Filipinos, should be doing our responsibilities too. The lack of discipline, stupidity, and selfishness should stop. Don't always blame the government. Katalaka na "
"619","I know its scary but panic and misinformation will cause mass hysteria and will be detrimental to everyone. Let’s help each other, be considerate with one another, and be factually informed. Keep the faith and we’ll get through this "
"620","Today waking up and seeing news in my country makes me feel so anxious. But I’m trying to keep cool. Posting updates on my work GC and to my ARMY GC. I feel okay. I thought. Until it hit me, what will happen next. I ended up crying feeling lost "
"621","Sure. But carry a placard with you that tells people that you have unsafe practices and that we should approach you at our risk.

"
"622","She is not afraid of bad news: Her heart is firm, trusting in the Lord.
- Psalm 112:7

In this season, choose - prepare over panicking.
Pray instead of dwelling in the bad news.

Let prayer warriors not worriers arise in this kind of season.

"
"623","These policemen should hold thermal gun scanners not just guns, fire disinfectants not bullets, and always carry face masks not handcuffs. "
"624","Classes, all levels, are suspended indefinitely in Bataan per the provincial governor.

"
"625","From 3 to 111 real quick. Mortality rate is too damn high, way more than global average. What are we not doing? <U+0001F914> "
"626","RELIGION is MISSING in the FIGHT against CORONA VIRUS but will RETURN to give GOD the GLORY when SCIENCE WINS
THINK <U+0001F914>
"
"627","You naa you go go .. c’mon leave <U+2757><U+FE0F><U+2757><U+FE0F><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923> "
"628","""Huhu bAtAs MiLiTaR""
""mArTiAl LaW blah blah""

Stop blaming and bitching about the gov't? Do y'all think it will help the situation or even contribute to our society? Don't you ever stop and think for a second, that maybe you're the part of the problem? Jesus.

"
"629","Condoms are what hoarders should buy, so that they won't reproduce more idiots! 

"
"630","very alarming! "
"631","Is criticizing the government WHILE still following government-issued guidelines a very difficult concept to understand? They’re not mutually exclusive, hello? Kitid mo lang magisip or DDS ka. Or both. Malamang both.    "
"632","guys blaming the goverment doesn't help the situation!!!!! "
"633","fake news mo "
"634","Filipinos, it's QUARANTINE not PRISON. It's RESTRICTION not MARTIAL LAW. 
Don't make things worse because of your stupidity, carelessness and spoiled attitude. "
"635","wash your hands, use at least 70% alcohol, avoid touching your face, drink your vitamins, practice social distancing, stay immunocompetent <U+270A><U+0001F3FB> "
"636","Are you trying to make me feel bad?  "
"637","I'll go choose faith over fear. We can conquer all of these.

"
"638","Can't wait to hear COVID 19 is Gone "
"639","Don't panic its lobby created by Media 
Already Global media made 100 $ Billion from coronavirus news. Follow Dr's.   "
"640","Stringent social distancing measures and further guidelines for the management of the coronavirus disease ("
"641","DOH updates triage protocol. Patients with mild symptoms with no co-morbidity and are not elderly will be sent home. "
"642","Instead of spreading fake news, why don't we start praying the rosary. Prayers can move mountains
 "
"643","What will happen to the people if covid19 will attack to the philippines?
"
"644","The virus is spreading so fast. We're at 111 now "
"645","I asked my stud's dad about how they fight the COVID19 and here's his advice. "
"646","anybody knows if the OFW arrivals from international flights will be quarantined or if shows no symptoms will be advised to do self-quarantine instead?? "
"647","“Do what you can to keep the hospitals from getting overwhelmed because when the hospitals get overwhelmed, you have to say: ‘Okay, she lives, she lives, but he dies, and he dies, or whatever. You know, she’s young and has kids we’ll save her. Grandmother, goodbye.’”

"
"648","If you cannot oust the president of the Philippines, then evict from your household the family members who chose to vote for the person who is currently the head of state. It should serve as a lesson to them. Char

"
"649","Open the article and read also do cross reference and check government website if you doubt news outlets. "
"650","grabe, ingat po tayo!!! 
dont forget to Pray  "
"651","Now, after 3 years, I won again to the regional meet competion and going to national for me to represent region 2. But because of that fucking "
"652","If we do not discipline ourselves, the "
"653","COMMUNITY QUARANTINE COVID19 | BUYING LANG WALANG PANIC | ENJ FUENTES "
"654","Aww<U+0001F97A> It’s getting worse. Keep safe y’all and don’t forget to pray<U+0001F97A> "
"655","The Duterte government failed the Filipinos
"
"656","BREAKING....  <U+2066>"
"657","In times like this we should help one another. It starts within ourselves. Take care of your health. Wash your hands and keep safe always. Also, do not spread fake news that causes fear and panic to people. Let your faith bigger than your fears. 
"
"658","wala pang 24 hours from 98 to 111 : (( "
"659","Keepsafe everyone! Don't forget to pray.
"
"660","the purge PH version "
"661","The surges are alarming "
"662","I think people who flee from the Metro should do a self quarantine. This is to avoid further spread of the virus throughout the provinces. Remember our healthcare system across the country is not fully equipped for this. We should all help each other. "
"663","how to be fcking calm <U+0001F631><U+0001F616> Im not panicking but im nervous and worried <U+0001F614> "
"664","Don't blame the Government.
Do your part as Filipino citizen.

"
"665","Oh no. Can we postpone similar gatherings here in the Philippines? "
"666","Feeling ko talaga may nag leak ( leak talaga, girl?) ng corona virus to capitalize the alarming global threat to carry through martial law kaya pala nag thank you sa China si PRRD during his announcement night 12th of March&amp;did you know i ran out of bread na like omf "
"667","I'll just leave it here.
©
"
"668","I have no words for this shit. "
"669","It's not your fault <U+0001F614>

"
"670","Keepsafe everyone!! Don't forget to pray before we sleep<U+0001F64F><U+0001F64F><U+0001F495> "
"671","Chill and Relax while "
"672","Just in case we forget, There is power in the Name of Jesus. His Name is above every name. 
God is above this crisis! 
"
"673","The role of the national government is to ensure there’s peace and order in its country. Pero every time nagsasalita sila nagtritrigger lang lagi ng panic. Such glaring incompetence. I cannot. Ano ba talaga? "
"674","I hope theres also social media lockdown to those people who are spreading false information or fake news online regarding "
"675","This device show Corona virus in human "
"676","Covid 19 Community Quarantine Question: How will you reconcile the principle of ""There is no crime if there is no law punishing it"" and Article 151 of the RPC when a person violates the resolution order made by the President?
"
"677","After attending an online class for the first time, I realized that it can be more stressful than the traditional classroom setting (especially in terms of connectivity and computer-related problems).  "
"678","The rise of COVID-19 cases from 64 to 98 is very alarming.
We need to follow security and medical protocol instead of spreading fear and promoting panic-buying. Stay healthy, everyone. "
"679","Oh no, 111 cases. Again, do not panic. Follow security and medical SOPs. "
"680","Indeed it hurts. "
"681","blaming the government doesn’t help the situation, instead of panicking, be knowledgeable "
"682","The government should do mass testing as soon as possible <U+0001F630> "
"683","98 to 111.. Very alarming na. <U+0001F61E>
"
"684","Let the government officials do their job.. Wag na masyado magreklamo. "
"685","Newborn baby in London becomes world's youngest corona victim<U+0001F62D><U+0001F62D><U+0001F62D>

"
"686","""It’s not the government at all, I think it’s the people with lack of discipline and cooperation.
And then blame the government?""

sa totoo lang
"
"687","Where can I donate to help in the COVID-19 crisis here in the Philippines?

"
"688","I didn’t realize because of the virus people are becoming more stupid LOL "
"689","""Toilet Rolls"" are still in high demand amind "
"690","Instead of ranting about community quarantine or Lockdown,why don't we just follow of what the President are doing? "
"691","It’s not the government at all, I think it’s the people with lack of discipline and cooperation. <U+0001F612>

And then blame the government?

"
"692","When the government of China ordered to cancel classes/work and advised the people to stay in their respective homes, all the citizens followed, same with SG, HK and Macau. Meanwhile, in the Philippines...

-A thread

"
"693","So people are hoarding a lot of alcohol instead of rice<U+0001F60A><U+0001F60A> "
"694","Do not hoard facemasks and alcohols. Our frontliners are in dire need of those. If the frontliners fail, WE ALL FAIL.

"
"695","ANO BA TALAGA! Everyone is panicking. Jusko! Holy mother of Christ. 
"
"696","“e-numan” n. 1. electronic inuman 2. an alternative to inuman where you and your friends hang out and drink via facetime/skype/messenger video chat "
"697","Dying not virgin anymore amid "
"698","Yes it's definitely not Duterte's fault, yet it's normal that we express our disappointment toward the situation. Especially if the administration could've prioritize preemptive measures againts the virus over economic relationship of China and PH in the first place. "
"699","And to those causing ARTIFICIAL SHORTAGE of medical supplies.. true heart for the nation will reveal at times of trouble like this. <U+0001F60C> 

Superego, where u at? 
"
"700","People should stop complaining and start doing their own part to prevent the spread of ncov. The government has its own action plan and we might as well do our responsibility as a citizen of this country which will also be for the benefit of many. "
"701","The National Govt should take its cue from LGU-Gensan and call this MEtro Manila “community quarantine” or lockdown what it really is: Preventive Suspension (Restriction) on Non-Essential Travels. Para walang disconnect and confusion. "
"702","messy information may lead to disorder 
"
"703","In this case, what you don't know can hurt you. 
"
"704","""Filipinos, it's QUARANTINE not PRISON. It's RESTRICTION not MARTIAL LAW. 

Don't make things worse because of your STUPIDITY, carelessness and spoiled attitude.""

c/o Rafael De Leon
"
"705","when will people get tired of complaining? martial law is way too different from community quarantine lmao yall hate our president this much that you literally forget about the real issue here "
"706","Not to generalize, but some of tagalog people are literally a moron, they blame the government and make stupid and nonsense rants instead of supporting and following its commands and orders, your stupidity can't help solve the problem. wake up people!!! "
"707","yell it, til the government hears it.
"
"708","My heart is shattering because everything is different now because of "
"709","If your first instinct was to buy toilet paper during the "
"710","God's permissible will,
the chains of the demon lengthened.

the plague of pestilence of the Exodus
the pale horse of the Revelation
the suffering of Job retold

Paul's eight chapter to the Romans
The greater good obtained
as a great evil is released

"
"711","COVID spell's backwards 
""DIVOC""
:Me at my room ""what DIVOC is happening!""

"
"712","When the government can't control, contain, or prevent the spread of "
"713","Late afternoon today, there’s a massive exodus of cars going into NLEX tailending at Kamuning... "
"714","The Corona Virus Anthem "
"715","Not talking about infection rate. But the rising death toll in the Philippines means that we are either an unhealthy people with unhealthy lifestyle (inasfar as diet and exercise are concerned) or the health care system is faulty (from medicine, to patient care). "
"716","These rumors about escaped PUIs on the run and suspicions of confirmed "
"717",".. NOW VIRUS PROOF <U+0001F62D><U+0001F62D> "
"718","Guys ask yourselves
 ""ano na ba nagawa nyo ?""
Buying too much alcohol 
Going panic buying? 
We should be responsible to others as well
And Disciplined for now lang naman ito sacrifices lang naman para sa ating  lahat sa kapakanan natin ito
"
"719","The constantly-changing and contradicting messages from multiple government units just underline how our government is unequipped and ill-prepared for life- and infrastructure-threatening situations. "
"720","This breaks my heart. <U+0001F62D>
"
"721","I feel sad for my sister n law &amp; my brother. They tried to buy basic stuff at the grocery, but Manila people were hot headeds and aggresive right now. My brother pick the last stock item, then the 2 guy asked him for a fist fight. Hello! Lets not be barbaric! <U+0001F97A> "
"722","Filipinos just love to complain. In other words, they’re like stupid! "
"723","I feel so pity about these small minded people who called COVID19 alert a martial law! Wtf! "
"724","Let's be aware of the difference between COMMUNITY QUARANTINE and LOCKDOWN. To reduce mass hysteria.

"
"725","To summarize how the government is handling the "
